timestamp;authoruuid;type;text
2019-07-16T16:17:53Z;;s;c
2019-07-16T16:17:55Z;3655764d-3655-4fbd-9e0e-f7b2b4f43eff;c;hehehey
2019-07-16T16:17:56Z;1ebfb96d-7d05-450b-9c7d-63b62944399b;s;d
